# Time (s)
0.036166
# Mem(KB) tseries,means,norms,df,dg,profile,profileIndex,Total(MB)
158.08,156.52,156.52,156.52,156.52,284.52,284.52,1.32
# Profile Length
20035
# i,tseries,profile,index
487,-11.07499999999999929,12.84131603641113983,6946
488,-13.39499999999999957,12.86428225610979581,6947
489,-12.59699999999999953,12.84974161312745444,6948
490,-13.38299999999999912,12.85249985062986866,6949
491,-11.01699999999999946,12.91660188297234235,6950
492,-15.75399999999999956,12.95984702301403502,6951
493,-12.92800000000000082,12.92395535981181354,6952
494,-10.86999999999999922,12.88269403550428827,6953
495,-9.27239999999999931,12.86103104516788953,6954
496,-8.27229999999999954,13.10978145835434994,6955
497,-15.01800000000000068,13.17317881457807438,19523
498,-20.79400000000000048,13.13667983414312879,19524
499,-22.15599999999999881,13.18180343376240948,19525
500,-31.05499999999999972,13.19939327945237650,12402
501,-46.21000000000000085,13.13648821811992384,19527
502,-42.61899999999999977,13.53646964227562677,19528
503,-32.64399999999999835,13.31196501684910771,4041
504,-18.82700000000000173,12.98926999876810839,4042
505,-18.36400000000000077,12.98126863954290400,4043
506,-17.21000000000000085,12.92550436689564108,4044
507,-16.82000000000000028,12.88854875402394207,4045
508,-17.51399999999999935,12.84155832317942547,4046
509,-21.20899999999999963,12.78000939983764361,4047
510,-21.53800000000000026,12.79989973163132966,4048
511,-19.61899999999999977,12.79415006117235087,4049
512,-22.42800000000000082,12.76440440484770811,4050
513,-23.06099999999999994,12.78192107097702035,4051
514,-25.00900000000000034,12.77909505837869375,4052
515,-24.43400000000000105,12.84539563412995733,4053
516,-23.06800000000000139,12.81205742624690558,3963
517,-25.15500000000000114,12.68069549072469293,3964
518,-22.10399999999999920,12.50184187407750969,3965
519,-18.29899999999999949,12.33728136430259248,3967
520,-18.05799999999999983,12.18478713554614146,3968
521,-16.58299999999999841,12.02138781335391648,3969
522,-17.73499999999999943,11.92700525355637353,3969
523,-17.90700000000000003,11.83265121187680791,3970
524,-16.27499999999999858,11.67784399271845430,3972
525,-15.93999999999999950,11.59912338313761460,3972
526,-10.88700000000000045,11.48339762007698717,3973
527,-9.44919999999999938,11.47489858442063415,3974
528,-8.63640000000000008,11.54485638314131712,3975
529,-7.92030000000000012,11.64733573892723939,3976
530,-9.39480000000000004,11.75818524326996162,3977
531,-7.96239999999999970,11.79904324501551294,3978
532,-11.76699999999999946,11.96405937259729768,3979
533,-9.27779999999999916,12.01055019948968372,3980
534,-6.94130000000000003,12.06290875187386291,3981
535,-10.62100000000000044,12.03484349192132719,3983
536,-13.25500000000000078,12.01650234618392510,3984
537,-16.91700000000000159,12.06075600719549179,3985
538,-22.09600000000000009,12.09154386063312536,3986
539,-23.22899999999999920,12.16933205829208475,3987
540,-26.84799999999999898,12.20968029950689093,3988
541,-27.46199999999999974,12.24659679453329808,3989
542,-26.48799999999999955,12.31683039281504577,3990
543,-26.93100000000000094,12.35050785385152139,3991
544,-28.13800000000000168,12.39619168585410947,3992
545,-27.46799999999999997,12.45688332069647331,3993
546,-24.90899999999999892,12.44063119205918966,3994
547,-25.24200000000000088,12.43519887299550142,3995
548,-26.69500000000000028,12.32174672515127334,3996
549,-27.63200000000000145,12.20041891612678597,3997
550,-25.91900000000000048,12.27141125518861742,3998
551,-24.20100000000000051,12.28463574300631933,3999
552,-22.58299999999999841,12.12118011132809769,4000
553,-20.78000000000000114,12.01396749036335265,4001
554,-18.60600000000000165,12.00426333515742527,4002
555,-16.52100000000000080,12.36939348565502783,4003
556,-15.57900000000000063,13.39325729614061089,4004
557,-16.60999999999999943,13.92203690790919346,1979
558,-17.80900000000000105,13.94548115867365468,1980
559,-17.71799999999999997,13.95320957746633184,1981
560,-17.60600000000000165,13.97616656775615418,1982
561,-19.51000000000000156,13.99778422180274440,1983
562,-19.68199999999999861,14.01338250315061806,1984
563,-20.56599999999999895,14.05568353490328271,1985
564,-25.74800000000000111,14.08840799615887818,1986
565,-19.68799999999999883,14.18665227977168897,1987
566,-23.23400000000000176,14.27486471896134645,1610
567,-30.07400000000000162,14.20760496756737545,1611
568,-24.49599999999999866,13.97797972358999274,1612
569,-7.83830000000000027,13.76271851122461420,1613
570,-13.43500000000000050,13.78960417835673802,1614
